"RT @NormEisen: Jeff, as you know:  Reagan fought the Evil Empire; Trump seeks to be its vassal. https://t.co/xrYPP5A1PT",Negative
@srmduke87 I was trying to read trump's lips ..he seemed overly pleased to show off the wife to Putin,Positive
"RT @chelseahandler: Things I’ve learned so far this Friday: Michael Cohen has a tape of Trump talking about paying off his affairs, Roseann…",Positive
"@votevets @POTUS DISTRACTION ACTION TRUMP   Won't work, Donald.",Positive
"RT @s_k_agarwal_nmb: BREAKING!

LORDY There are Tapes!!!

Michael Cohen... Thank You!
https://t.co/JishTBXPZJ
@realDonaldTrump @EdKrassen",Positive
RT @abutler04: How will Trump try to Deflect us from the Helsinki groveling at Putins feet?,Positive
"RT @EastTillman: I feel like this is so underrated in our news coverage. The Russia Foreign Ministry retweeted this tweet from Trump. Like,…",Negative
RT @MandiLockwood: they made trump sing Gucci gang 😂 💀 https://t.co/UxYJCUNnko,Positive
@DavidCornDC Trump hires the best people!,Positive
RT @SarahPalinUSA: It happened again folks.  Another kid was just publicly assaulted by a man for no reason other than being a Trump suppor…,Negative
RT @YellowMustangHi: “Well that’s it. America gets a Republican Donald Trump for the next presidential term. Supporter of gun rights and re…,Positive
"RT @MrFilmkritik: Not only did Trump know he was being helped by Russia, Mitch McConnell and Paul Ryan also knew.

Obama wanted to tell Ame…",Positive
"RT @rura50: Dear Judge Kavanaugh, a Pres. should have ethics and honesty. trump doesn't seem to even know either of these words. No one is…",Positive
RT @Mysstyblue: Republicans claim to be upbeat about November elections despite Trump-Putin uproar - https://t.co/gUInr1XiZH,Positive
RT @realDonaldTrump: “Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clip…,Positive
RT @CREWcrew: The Senate is dropping its attempt to block Trump from helping the Chinese tech giant ZTE after it violated sanctions. Ivanka…,Positive
RT @ShaunKing: Bernie Sanders could absolutely beat Donald Trump head to head in 2020.,Positive
RT @GOPChairwoman: The Pentagon just provided $200 MILLION worth of security assistance to Ukraine. It’s the latest example of the Trump ad…,Positive
RT @shaneharris: Trump’s reported fury at Dan Coats for just speaking the truth helps explain why Kirstjen Nielsen was so incredibly reluct…,Positive
RT @newtgingrich: The intensity and nastiness of Brennan and Clapper in their attacks on Trump about #Helsinki is an attempt to distract at…,Positive
RT @Mikel_Jollett: Under Barack Obama -- a regular church-goer with a scandal-free Presidency -- only 30% of white evangelicals said they w…,Positive
"RT @dabeard: Before he was president: #Trump had cocaine at sex parties with 14- and 15 yo girls, reports @BBC @BBCPanorama h/t @yashar htt…",Positive
"RT @ALT_uscis: when the whole trump clan gets indicted,@HillaryClinton should speak:
1 From planned parenthood.
2 Using an email server rac…",Positive
RT @nowthisnews: ‘It’s a moral stain that will follow you for the rest of your life’ — a visibly angry Elizabeth Warren confronted a Trump…,Negative
@thecjpearson @21savage This is exactly how celebs should be helping the community. Not bitching about trump.,Positive
"RT @Kevin_Shipp: We are experiencing a huge undercurrent of civil war. The dark forces (DNC, ""left"") are getting more and more violent. But…",Positive
RT @LeeSmithDC: Here @wsj highlights central ‘collusion’ paradox: same oppo research firm that produced Trump-Russia dossier also smeared P…,Negative
"European Union Fines Google $5.1 Billion, While Trump 'Protects Monopoli... https://t.co/f39cUlp7XH via @YouTube 🚨🚨🚨🚨🚨🚨🚨⚠️⚠️⚠️⚠️⚠️⚠️⚠️⚠️",Positive
RT @StephenAtHome: Donald Trump tomorrow: “I meant to say I WOULDN’T pay a Playboy model to keep quiet about the affair we had while my wif…,Positive
"RT @ggreenwald: This report from @NPR - that NPR, not Fox - points out what the self-serving cable and Twitter hysteria will never mention:…",Positive
